1.358156246741E-03	5.505094000000E+00
1.358158217194E-03	5.501704000000E+00
1.358160033210E-03	5.492399000000E+00
1.358162066695E-03	5.482482000000E+00
1.358164198247E-03	5.472641000000E+00
1.358168461351E-03	5.455110000000E+00
1.358174104432E-03	5.437536000000E+00
1.358178048410E-03	5.429530000000E+00
1.358180741594E-03	5.425923000000E+00
1.358183152238E-03	5.423707000000E+00
1.358185542611E-03	5.422215000000E+00
1.358187869760E-03	5.421236000000E+00
1.358190364767E-03	5.420540000000E+00
1.358192757927E-03	5.420096000000E+00
1.358195236908E-03	5.419785000000E+00
1.358197856369E-03	5.419557000000E+00
1.358200684364E-03	5.419383000000E+00
1.358203812220E-03	5.419240000000E+00
1.358207342552E-03	5.419115000000E+00
1.358211447010E-03	5.418993000000E+00
1.358216331590E-03	5.418864000000E+00
1.358222352302E-03	5.418717000000E+00
1.358229997205E-03	5.418539000000E+00
1.358240074117E-03	5.418314000000E+00
1.358253299918E-03	5.418030000000E+00
1.358273909492E-03	5.417608000000E+00
1.358314501653E-03	5.416833000000E+00
1.358375472694E-03	5.415763000000E+00
1.358461500914E-03	5.414381000000E+00
1.358559363940E-03	5.412927000000E+00
1.358699166545E-03	5.410997000000E+00
1.358859678349E-03	5.409222000000E+00
1.359052732557E-03	5.408024000000E+00
1.359202341559E-03	5.407382000000E+00
1.359378931434E-03	5.406516000000E+00
1.359549865689E-03	5.405699000000E+00
1.359861881559E-03	5.404197000000E+00
1.360482129419E-03	5.401217000000E+00
1.361151302670E-03	5.398000000000E+00
1.361318595983E-03	5.397196000000E+00
1.361610563364E-03	5.395791000000E+00
1.361737232139E-03	5.395178000000E+00
1.361815920673E-03	5.394796000000E+00
1.361885125986E-03	5.394458000000E+00
1.361956854260E-03	5.394106000000E+00
1.362011536532E-03	5.393837000000E+00
1.362065603789E-03	5.393571000000E+00
1.362124933453E-03	5.393278000000E+00
1.362189348883E-03	5.392960000000E+00
1.362257878141E-03	5.392622000000E+00
1.362420617907E-03	5.391819000000E+00
1.362526656438E-03	5.391298000000E+00
1.362619457041E-03	5.390841000000E+00
1.362720688096E-03	5.390344000000E+00
1.362966001176E-03	5.389138000000E+00
1.363128198815E-03	5.388340000000E+00
1.363299572525E-03	5.387497000000E+00
1.363736691609E-03	5.385347000000E+00
1.376705384006E-03	5.321589000000E+00
1.389674076403E-03	5.257893000000E+00
1.402642768801E-03	5.194258000000E+00
1.415611461198E-03	5.130684000000E+00
1.428580153595E-03	5.067172000000E+00
1.441548845993E-03	5.003721000000E+00
1.454517538390E-03	4.940331000000E+00
1.464517538390E-03	4.891493000000E+00
1.474517538390E-03	4.842691000000E+00
