0.000000000000000e+00	-4.470724e-03
1.820595863982245e-10	-4.573319e-03
5.461787591946736e-10	-4.732112e-03
1.274417104787571e-09	-4.894675e-03
2.446655881673402e-09	-4.864861e-03
3.777816950353570e-09	-4.640462e-03
5.164885196320010e-09	-4.380817e-03
6.672186498020443e-09	-4.122212e-03
8.940904911711354e-09	-3.775630e-03
1.155311290633396e-08	-3.431722e-03
1.585147475106832e-08	-2.972694e-03
2.042727794599163e-08	-2.597521e-03
2.637067181180923e-08	-2.228610e-03
3.265052641998782e-08	-1.922957e-03
3.973018366739736e-08	-1.582769e-03
4.421609443132176e-08	-1.279895e-03
4.710552332164865e-08	-9.816855e-04
4.956846293187021e-08	-6.057843e-04
5.170607210534839e-08	-1.348281e-04
5.386155994354582e-08	5.449515e-04
5.589344850456583e-08	1.454927e-03
5.828575670798236e-08	3.002178e-03
6.101282069552582e-08	5.641744e-03
6.417337077753987e-08	1.030774e-02
6.787738804802052e-08	1.860974e-02
7.267679036355984e-08	3.462274e-02
7.931381754413689e-08	6.616016e-02
8.645778381587949e-08	1.095783e-01
9.405745041944065e-08	1.628206e-01
1.036953460511688e-07	2.366644e-01
1.190034167215701e-07	3.617164e-01
1.390624635666380e-07	5.325142e-01
1.625249446957302e-07	7.364191e-01
1.852268563212846e-07	9.353924e-01
2.151497698578397e-07	1.198437e+00
2.539246162039515e-07	1.539583e+00
2.916515778629748e-07	1.871334e+00
3.501331934956257e-07	2.385073e+00
4.132736415825248e-07	2.939272e+00
4.802396260481168e-07	3.526776e+00
5.733048494264236e-07	4.342755e+00
6.874287293436277e-07	5.342611e+00
6.899555000042021e-07	5.364736e+00
6.950090413253510e-07	5.408989e+00
7.051161239676486e-07	5.497493e+00
7.105169029525375e-07	5.516108e+00
7.160876702678632e-07	5.490947e+00
7.185363021357684e-07	5.476333e+00
7.221570353465387e-07	5.458994e+00
7.255483300112166e-07	5.443704e+00
7.290279507716113e-07	5.429843e+00
7.333443657321099e-07	5.415192e+00
7.375858336041802e-07	5.403559e+00
7.405735598206807e-07	5.396698e+00
7.434317589830703e-07	5.390923e+00
7.462273815680480e-07	5.385812e+00
7.492449728826610e-07	5.380708e+00
7.520505447445973e-07	5.376217e+00
7.549615693821707e-07	5.371726e+00
7.579755165811634e-07	5.367194e+00
7.612322353769912e-07	5.362381e+00
7.647623419167025e-07	5.357227e+00
7.687415594060938e-07	5.351466e+00
7.732762339605154e-07	5.344938e+00
7.786478073846799e-07	5.337241e+00
7.851280247722575e-07	5.327992e+00
7.932919168479233e-07	5.316387e+00
8.038253706962209e-07	5.301484e+00
8.178978955006595e-07	5.281693e+00
8.372476412773046e-07	5.254697e+00
8.729793118231011e-07	5.205494e+00
9.362889680342280e-07	5.120321e+00
1.024373848470498e-06	5.005935e+00
1.150890625149186e-06	4.849650e+00
1.331923169778934e-06	4.641527e+00
1.418960545087278e-06	4.547924e+00
1.510488755400413e-06	4.454329e+00
1.596371060389795e-06	4.370666e+00
1.662435466056984e-06	4.308681e+00
1.741764551564380e-06	4.236907e+00
1.861111559052084e-06	4.134278e+00
1.907817851944005e-06	4.095875e+00
1.937557971720162e-06	4.071955e+00
1.954705654822587e-06	4.058455e+00
1.963131878824692e-06	4.052279e+00
