time	I(L1)
8.599901353572348e-004	1.592418e-003
8.664075460715205e-004	1.451705e-003
8.728249567858062e-004	1.324997e-003
8.792423675000919e-004	1.212294e-003
8.856597782143776e-004	1.108380e-003
8.920771889286633e-004	1.011865e-003
8.984945996429491e-004	9.227493e-004
9.049120103572348e-004	8.410318e-004
9.113294210715205e-004	7.667131e-004
9.177468317858062e-004	6.997929e-004
9.241642425000919e-004	6.402715e-004
9.305816532143777e-004	5.853897e-004
9.369990639286634e-004	5.344155e-004
9.434164746429492e-004	4.873490e-004
9.498338853572349e-004	4.441900e-004
9.562512960715206e-004	4.049386e-004
9.626687067858063e-004	3.695948e-004
9.690861175000920e-004	3.381586e-004
9.735021007143646e-004	3.177662e-004
9.779180839286372e-004	2.984462e-004
9.823340671429098e-004	2.801986e-004
9.867500503571824e-004	2.630234e-004
9.911660335714550e-004	2.469206e-004
9.955820167857276e-004	2.318901e-004
9.999980000000002e-004	2.179321e-004
9.999990000000001e-004	2.179290e-004
1.000000000000000e-003	2.179259e-004
