0.000000000000000e+0	1.132934e-2
7.114955357142634e-6	1.034844e-2
1.422991071428527e-5	9.437282e-3
2.134486607142790e-5	8.595869e-3
2.845982142857054e-5	7.824202e-3
3.557477678571317e-5	7.122280e-3
4.268973214285581e-5	6.490104e-3
4.980468749999842e-5	5.927674e-3
5.566406249999821e-5	5.491741e-3
6.152343749999800e-5	5.087868e-3
6.738281249999778e-5	4.713696e-3
7.324218749999757e-5	4.367041e-3
7.910156249999736e-5	4.045880e-3
8.496093749999715e-5	3.748338e-3
9.082031249999694e-5	3.472678e-3
9.667968749999673e-5	3.217290e-3
1.025390624999965e-4	2.980684e-3
1.083984374999963e-4	2.761479e-3
1.142578124999961e-4	2.558394e-3
1.201171874999959e-4	2.370245e-3
1.259765624999957e-4	2.195932e-3
1.318359374999955e-4	2.034439e-3
1.376953124999952e-4	1.884823e-3
1.494140624999948e-4	1.617789e-3
1.611328124999944e-4	1.388588e-3
1.728515624999940e-4	1.191859e-3
1.845703124999936e-4	1.023002e-3
1.962890624999931e-4	8.780675e-4
2.080078124999927e-4	7.536667e-4
2.197265624999923e-4	6.468906e-4
2.314453124999919e-4	5.552420e-4
2.431640624999914e-4	4.765778e-4
2.548828124999910e-4	4.090584e-4
2.666015624999906e-4	3.511048e-4
2.783203124999902e-4	3.013618e-4
2.900390624999897e-4	2.586662e-4
3.017578124999893e-4	2.220195e-4
3.193359374999887e-4	1.765503e-4
3.369140624999881e-4	1.403931e-4
3.544921874999874e-4	1.116408e-4
3.720703124999868e-4	8.877693e-5
3.863002232142727e-4	7.457250e-5
4.005301339285585e-4	6.202918e-5
4.147600446428445e-4	5.114696e-5
4.289899553571303e-4	4.192584e-5
4.432198660714162e-4	3.436583e-5
4.574497767857021e-4	2.846693e-5
4.716796874999880e-4	2.422912e-5
4.999989999999997e-4	1.672582e-5
5.000000000000000e-4	1.679879e-5
5.000000389963279e-4	1.692836e-5
5.000004337988337e-4	2.719384e-5
5.000010000000004e-4	6.680120e-5
5.006032695121714e-4	5.998795e-2
5.012055390243425e-4	1.193413e-1
5.018078085365136e-4	1.781269e-1
5.024100780486848e-4	2.363447e-1
5.030123475608559e-4	2.939947e-1
5.036146170730270e-4	3.510770e-1
5.042168865851981e-4	4.075914e-1
5.084328053353037e-4	7.915394e-1
5.142921803353039e-4	1.295039e+0
