time	I(L1)
2.113510127045671e-003	3.027166e-006
2.116765335379005e-003	2.148110e-006
2.120020543712338e-003	1.321352e-006
2.123275752045671e-003	5.577175e-007
2.126530960379005e-003	-1.343968e-007
2.129786168712338e-003	-7.489302e-007
2.133041377045672e-003	-1.282024e-006
2.136296585379005e-003	-1.731863e-006
2.139551793712338e-003	-2.098485e-006
2.142807002045672e-003	-2.383587e-006
2.146062210379005e-003	-2.590305e-006
2.149317418712339e-003	-2.723001e-006
2.152572627045672e-003	-2.787038e-006
2.155827835379006e-003	-2.788571e-006
2.159083043712339e-003	-2.734333e-006
2.162338252045672e-003	-2.631441e-006
2.165593460379006e-003	-2.487212e-006
2.168848668712339e-003	-2.308995e-006
2.172103877045673e-003	-2.104023e-006
2.175359085379006e-003	-1.879279e-006
2.181869502045673e-003	-1.396502e-006
2.188379918712340e-003	-9.077592e-007
2.191635127045673e-003	-6.733870e-007
2.194890335379006e-003	-4.509512e-007
2.198145543712340e-003	-2.435954e-007
2.201400752045673e-003	-5.382236e-008
2.204655960379007e-003	1.164865e-007
2.207911168712340e-003	2.660417e-007
2.211166377045673e-003	3.941069e-007
2.214421585379007e-003	5.004542e-007
2.217676793712340e-003	5.853133e-007
2.220932002045674e-003	6.493175e-007
2.224187210379007e-003	6.934475e-007
2.227442418712341e-003	7.189741e-007
2.230697627045674e-003	7.274017e-007
2.233952835379007e-003	7.204125e-007
2.237208043712341e-003	6.998144e-007
2.240463252045674e-003	6.674909e-007
2.243718460379008e-003	6.253554e-007
2.246973668712341e-003	5.753101e-007
2.253484085379008e-003	4.588256e-007
2.255809234188532e-003	4.128297e-007
2.258134382998055e-003	3.672802e-007
2.260459531807579e-003	3.221773e-007
2.262784680617103e-003	2.775209e-007
2.265109829426627e-003	2.333110e-007
2.267434978236151e-003	1.895476e-007
2.269760127045675e-003	1.462307e-007
2.273015335379008e-003	9.019035e-008
2.276270543712342e-003	3.841629e-008
2.279525752045675e-003	-8.520798e-009
2.282780960379008e-003	-5.020841e-008
2.286036168712342e-003	-8.638339e-008
2.289291377045675e-003	-1.169210e-007
2.292546585379009e-003	-1.418223e-007
2.295801793712342e-003	-1.612008e-007
2.299057002045675e-003	-1.752678e-007
2.302312210379009e-003	-1.843175e-007
2.305567418712342e-003	-1.887125e-007
2.308822627045676e-003	-1.888688e-007
2.312077835379009e-003	-1.852422e-007
2.318588252045676e-003	-1.685803e-007
2.325098668712343e-003	-1.426780e-007
2.347885127045677e-003	-3.072998e-008
2.354395543712343e-003	-3.804948e-009
2.360905960379010e-003	1.789328e-008
2.367416377045677e-003	3.380639e-008
2.373926793712344e-003	4.392451e-008
2.380437210379011e-003	4.867471e-008
2.390202835379011e-003	4.741580e-008
2.394853132998059e-003	4.327544e-008
2.399503430617107e-003	3.873133e-008
2.404153728236154e-003	3.378345e-008
2.408804025855202e-003	2.843181e-008
2.413454323474249e-003	2.267641e-008
2.418104621093297e-003	1.651724e-008
2.422754918712345e-003	9.954303e-009
2.431125454426631e-003	1.257666e-009
